url,written,written_human_readable,shape,shards,chunks,dimension_names,license,name,description,organismId,fbbiId
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_1841-1960 Riccia cavernosa spores (40x).ome.zarr,17869746730,16.64 GB,"1,3,120,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1841-1960 Riccia cavernosa spores (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2961-3060 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x).ome.zarr,16776618232,15.62 GB,"1,3,100,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2961-3060 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2761-2860 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x).ome.zarr,16717883884,15.57 GB,"1,3,100,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2761-2860 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2561-2660 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x).ome.zarr,16760771873,15.61 GB,"1,3,100,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2561-2660 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (40x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3161-3260 Riccia cavernosa thallus cross section (10x).ome.zarr,16374544009,15.25 GB,"1,3,100,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3161-3260 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_0826-0875 Riccia cavernosa stature.ome.zarr,16368360922,15.24 GB,"1,3,50,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0826-0875 Riccia cavernosa stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_0776-0825 Riccia cavernosa stature.ome.zarr,16326647853,15.21 GB,"1,3,50,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0776-0825 Riccia cavernosa stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_0676-0725 Riccia cavernosa stature.ome.zarr,16210403641,15.10 GB,"1,3,50,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0676-0725 Riccia cavernosa stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_0574-0623 Riccia cavernosa stature.ome.zarr,16319571874,15.20 GB,"1,3,50,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0574-0623 Riccia cavernosa stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_0726-0775 Riccia cavernosa stature.ome.zarr,16277887605,15.16 GB,"1,3,50,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0726-0775 Riccia cavernosa stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_0624-0673 Riccia cavernosa stature.ome.zarr,16289790254,15.17 GB,"1,3,50,5464,8192","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0624-0673 Riccia cavernosa stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3821-3900 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (20x).ome.zarr,13550504624,12.62 GB,"1,3,80,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3821-3900 Riccia cavernosa thallus with assimilation lamellae and epidermis cross section (20x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_4142-4216 Riccia cavernosa stature with pores ventral side (Stemi 5.00x).ome.zarr,14016015384,13.05 GB,"1,3,75,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_4142-4216 Riccia cavernosa stature with pores ventral side (Stemi 5.00x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3971-4040 Riccia cavernosa stature with pores ventral side (Laowa 3.5x).ome.zarr,12389018000,11.54 GB,"1,3,70,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3971-4040 Riccia cavernosa stature with pores ventral side (Laowa 3.5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2381-2440 Riccia cavernosa thallus cross section (10x).ome.zarr,9961070647,9.28 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2381-2440 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3901-3970 Riccia cavernosa stature with pores ventral side (Laowa 3.5x).ome.zarr,12360638358,11.51 GB,"1,3,70,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3901-3970 Riccia cavernosa stature with pores ventral side (Laowa 3.5x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3321-3380 Riccia cavernosa thallus cross section (10x).ome.zarr,9974488819,9.29 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3321-3380 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2501-2560 Riccia cavernosa thallus cross section (10x).ome.zarr,9977489575,9.29 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2501-2560 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3501-3560 Riccia cavernosa thallus cross section (10x).ome.zarr,9957783000,9.27 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3501-3560 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3441-3500 Riccia cavernosa thallus cross section (10x).ome.zarr,9952245133,9.27 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3441-3500 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2321-2380 Riccia cavernosa thallus cross section (10x).ome.zarr,9902666741,9.22 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2321-2380 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3261-3320 Riccia cavernosa thallus cross section (10x).ome.zarr,9922747149,9.24 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3261-3320 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3561-3620 Riccia cavernosa thallus cross section (10x).ome.zarr,9822471705,9.15 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3561-3620 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2441-2500 Riccia cavernosa thallus cross section (10x).ome.zarr,9710716427,9.04 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2441-2500 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_3381-3440 Riccia cavernosa thallus cross section (10x).ome.zarr,9801685258,9.13 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_3381-3440 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2261-2320 Riccia cavernosa thallus cross section (10x).ome.zarr,9813320219,9.14 GB,"1,3,60,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2261-2320 Riccia cavernosa thallus cross section (10x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_4041-4094 Riccia cavernosa stature with pores ventral side (Stemi 5.00x).ome.zarr,9900676936,9.22 GB,"1,3,54,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_4041-4094 Riccia cavernosa stature with pores ventral side (Stemi 5.00x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_4095-4141 Riccia cavernosa stature with pores ventral side (Stemi 5.00x).ome.zarr,8639672446,8.05 GB,"1,3,47,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_4095-4141 Riccia cavernosa stature with pores ventral side (Stemi 5.00x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2211-2260 Riccia cavernosa stature dorsal side (Laowa 5.0x).ome.zarr,7765297128,7.23 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2211-2260 Riccia cavernosa stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_1961-2010 Riccia cavernosa stature ventral side (Laowa 5.0x).ome.zarr,7638574333,7.11 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_1961-2010 Riccia cavernosa stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2111-2160 Riccia cavernosa stature dorsal side (Laowa 5.0x).ome.zarr,7500110087,6.99 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2111-2160 Riccia cavernosa stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2061-2110 Riccia cavernosa stature ventral side (Laowa 5.0x).ome.zarr,7482236864,6.97 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2061-2110 Riccia cavernosa stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2161-2210 Riccia cavernosa stature dorsal side (Laowa 5.0x).ome.zarr,7475023317,6.96 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2161-2210 Riccia cavernosa stature dorsal side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_2011-2060 Riccia cavernosa stature ventral side (Laowa 5.0x).ome.zarr,7308008543,6.81 GB,"1,3,50,4160,6240","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_2011-2060 Riccia cavernosa stature ventral side (Laowa 5.0x).ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_0421-0470 Riccia cavernosa stature.ome.zarr,7512117714,7.00 GB,"1,3,50,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0421-0470 Riccia cavernosa stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_0371-0420 Riccia cavernosa stature.ome.zarr,7428112032,6.92 GB,"1,3,50,3888,5184","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0371-0420 Riccia cavernosa stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_0934-0952 Riccia cavernosa stature.ome.zarr,6854905094,6.38 GB,"1,3,19,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0934-0952 Riccia cavernosa stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
https://uk1s3.embassy.ebi.ac.uk/idr/share/ome2024-ngff-challenge/idr0157/Riccia cavernosa SWE/IMG_0917-0933 Riccia cavernosa stature.ome.zarr,6143095458,5.72 GB,"1,3,17,5792,8688","1,3,1,1024,1024","1,1,1,1024,1024","t,c,z,y,x",https://creativecommons.org/licenses/by/4.0/,idr0157 Peters Bryophytes: IMG_0917-0933 Riccia cavernosa stature.ome.zarr,Estimating essential phenotypic and molecular traits from integrative biodiversity data,NCBI:txid122636,
